logn, 1485., 16727, 3
nlogn, 1485., 18260, 1
logn, 1485., 16727, 8
nlogn, 1485., 18260, 2
logn, 1485., 16727, 3
nlogn, 1485., 18260, 2
logn, 1485., 16727, 5
nlogn, 1485., 18260, 3
logn, 1485., 16727, 1
nlogn, 1485., 18260, 4
logn, 1485., 16727, 4
nlogn, 1485., 18260, 4
logn, 1485., 16727, 4
nlogn, 1485., 18260, 3
logn, 1485., 16727, 11
nlogn, 1485., 18260, 5
logn, 1485., 16727, 7
nlogn, 1485., 18260, 3
logn, 1485., 16727, 6
nlogn, 1485., 18260, 5
logn, 1485., 16727, 3
nlogn, 1485., 18260, 5
logn, 1485., 16727, 5
nlogn, 1485., 18260, 6
logn, 1485., 16727, 7
nlogn, 1485., 18260, 6
logn, 1485., 16727, 8
nlogn, 1485., 18260, 5
logn, 1485., 16727, 8
nlogn, 1485., 18260, 7
logn, 1485., 16727, 6
nlogn, 1485., 18260, 7
logn, 1485., 16727, 4
nlogn, 1485., 18260, 8
logn, 1485., 16727, 9
nlogn, 1485., 18260, 6
logn, 1485., 16727, 2
nlogn, 1485., 18260, 6
logn, 1485., 16727, 7
nlogn, 1485., 18260, 7
logn, 1485., 16727, 7
nlogn, 1485., 18260, 6
logn, 1485., 16727, 10
nlogn, 1485., 18260, 8
logn, 1485., 16727, 9
nlogn, 1485., 18260, 9
logn, 1485., 16727, 12
nlogn, 1485., 18260, 6
logn, 1485., 16727, 8
nlogn, 1485., 18260, 4
logn, 1485., 16727, 10
nlogn, 1485., 18260, 3
logn, 1485., 16727, 2
nlogn, 1485., 18260, 5
logn, 1485., 16727, 10
nlogn, 1485., 18260, 6
logn, 1485., 16727, 4
nlogn, 1485., 18260, 7
logn, 1485., 16727, 7
nlogn, 1485., 18260, 7
logn, 1485., 16727, 6
nlogn, 1485., 18260, 8
logn, 1485., 16727, 6
nlogn, 1485., 18260, 6
logn, 1485., 16727, 5
nlogn, 1485., 18260, 4
logn, 1485., 16727, 9
nlogn, 1485., 18260, 8
logn, 1485., 16727, 8
nlogn, 1485., 18260, 8
logn, 1485., 16727, 7
nlogn, 1485., 18260, 9
logn, 1485., 16727, 6
nlogn, 1485., 18260, 7
logn, 1485., 16727, 5
