logn, 2970., 36684, 6
nlogn, 2970., 40530, 1
logn, 2970., 36684, 2
nlogn, 2970., 40530, 2
logn, 2970., 36684, 4
nlogn, 2970., 40530, 3
logn, 2970., 36684, 8
nlogn, 2970., 40530, 4
logn, 2970., 36684, 1
nlogn, 2970., 40530, 5
logn, 2970., 36684, 3
nlogn, 2970., 40530, 6
logn, 2970., 36684, 4
nlogn, 2970., 40530, 2
logn, 2970., 36684, 5
nlogn, 2970., 40530, 3
logn, 2970., 36684, 10
nlogn, 2970., 40530, 6
logn, 2970., 36684, 2
nlogn, 2970., 40530, 3
logn, 2970., 36684, 8
nlogn, 2970., 40530, 3
logn, 2970., 36684, 6
nlogn, 2970., 40530, 4
logn, 2970., 36684, 4
nlogn, 2970., 40530, 4
logn, 2970., 36684, 8
nlogn, 2970., 40530, 5
logn, 2970., 36684, 5
nlogn, 2970., 40530, 5
logn, 2970., 36684, 10
nlogn, 2970., 40530, 4
logn, 2970., 36684, 5
nlogn, 2970., 40530, 6
logn, 2970., 36684, 8
nlogn, 2970., 40530, 5
logn, 2970., 36684, 5
nlogn, 2970., 40530, 5
logn, 2970., 36684, 7
nlogn, 2970., 40530, 6
logn, 2970., 36684, 7
nlogn, 2970., 40530, 7
logn, 2970., 36684, 8
nlogn, 2970., 40530, 4
logn, 2970., 36684, 3
nlogn, 2970., 40530, 7
logn, 2970., 36684, 8
nlogn, 2970., 40530, 8
logn, 2970., 36684, 7
nlogn, 2970., 40530, 7
logn, 2970., 36684, 7
nlogn, 2970., 40530, 9
logn, 2970., 36684, 7
nlogn, 2970., 40530, 4
logn, 2970., 36684, 9
nlogn, 2970., 40530, 6
logn, 2970., 36684, 11
nlogn, 2970., 40530, 4
logn, 2970., 36684, 8
nlogn, 2970., 40530, 6
logn, 2970., 36684, 6
nlogn, 2970., 40530, 7
logn, 2970., 36684, 9
nlogn, 2970., 40530, 5
logn, 2970., 36684, 4
nlogn, 2970., 40530, 8
logn, 2970., 36684, 7
nlogn, 2970., 40530, 7
logn, 2970., 36684, 9
nlogn, 2970., 40530, 8
logn, 2970., 36684, 7
nlogn, 2970., 40530, 6
logn, 2970., 36684, 10
nlogn, 2970., 40530, 5
logn, 2970., 36684, 8
nlogn, 2970., 40530, 10
logn, 2970., 36684, 9
nlogn, 2970., 40530, 9
logn, 2970., 36684, 10
nlogn, 2970., 40530, 5
logn, 2970., 36684, 4
nlogn, 2970., 40530, 10
logn, 2970., 36684, 9
nlogn, 2970., 40530, 6
logn, 2970., 36684, 7
nlogn, 2970., 40530, 6
logn, 2970., 36684, 10
nlogn, 2970., 40530, 5
logn, 2970., 36684, 5
nlogn, 2970., 40530, 11
logn, 2970., 36684, 8
nlogn, 2970., 40530, 8
logn, 2970., 36684, 6
nlogn, 2970., 40530, 6
logn, 2970., 36684, 12
nlogn, 2970., 40530, 7
logn, 2970., 36684, 3
